Case_ID,Theft_Date,Report_Date,Car_Brand,Car_Model,Year_of_Manufacture,Car_Type,Fuel_Type,Color,Registered_State,Registered_City,Location_of_Theft,Time_of_Theft,Police_Station,Is_Recovered,Recovery_Date,Suspect_Identified,Number_of_Prev_Thefts,GPS_Installed,CCTV_Availability,Insurance_Status,Owner_Age_Group
148,2023-09-10,2023-09-10,Renault,Duster,2022,Convertible,Electric,Red,Rajasthan,Jodhpur,Area-50,Night,PS-37,No,,No,2,No,Yes,No Insurance,60+
149,2023-05-15,2023-05-18,Toyota,Glanza,2020,Pickup,Diesel,Red,Gujarat,Ahmedabad,Area-23,Morning,PS-24,No,,No,1,Yes,No,Expired,41-60
150,2023-03-29,2023-04-02,Honda,WRV,2015,SUV,Electric,Silver,West Bengal,Howrah,Area-18,Night,PS-38,No,,No,1,No,No,Valid,60+
151,2023-07-30,2023-08-04,Toyota,Fortuner,2013,Sedan,Petrol,Yellow,Uttar Pradesh,Kanpur,Area-34,Night,PS-71,Yes,2023-08-31,No,0,No,No,Valid,18-25
152,2023-02-09,2023-02-11,Tata,Nexon,2011,MUV,Petrol,Red,Madhya Pradesh,Gwalior,Area-19,Afternoon,PS-81,No,,No,2,No,No,Expired,26-40
153,2023-03-06,2023-03-08,Toyota,Innova,2007,Convertible,Electric,Blue,Maharashtra,Nagpur,Area-28,Morning,PS-87,Yes,2023-03-23,No,1,No,Yes,Valid,18-25
154,2023-07-23,2023-07-27,Renault,Duster,2016,Convertible,Diesel,Black,Delhi,New Delhi,Area-25,Evening,PS-25,Yes,2023-08-09,Yes,2,No,No,No Insurance,26-40
155,2023-07-08,2023-07-10,Nissan,Sunny,2022,Pickup,CNG,Gray,West Bengal,Howrah,Area-30,Afternoon,PS-49,Yes,2023-07-31,Yes,1,Yes,Yes,Expired,18-25
156,2023-02-21,2023-02-27,Renault,Triber,2016,MUV,Electric,Red,Punjab,Amritsar,Area-30,Morning,PS-6,Yes,2023-03-24,No,0,No,Yes,No Insurance,26-40
157,2023-12-24,2023-12-26,Ford,Figo,2022,Pickup,Electric,Green,Uttar Pradesh,Kanpur,Area-38,Afternoon,PS-33,No,,No,2,No,Yes,Expired,26-40
158,2023-07-27,2023-07-28,Maruti,WagonR,2017,MUV,Diesel,Gray,Maharashtra,Pune,Area-42,Morning,PS-6,Yes,2023-08-27,No,1,Yes,No,Expired,41-60
159,2023-12-10,2023-12-12,Honda,Amaze,2022,Pickup,Diesel,Gray,Delhi,West Delhi,Area-48,Afternoon,PS-82,No,,No,2,No,No,No Insurance,26-40
160,2023-03-02,2023-03-09,Kia,Sonet,2018,Hatchback,Diesel,Gray,Tamil Nadu,Chennai,Area-32,Afternoon,PS-21,No,,No,1,Yes,No,Expired,41-60
161,2023-05-17,2023-05-24,Ford,Ecosport,2007,SUV,Petrol,Green,Delhi,West Delhi,Area-37,Afternoon,PS-47,No,,No,1,No,No,No Insurance,26-40
162,2023-09-15,2023-09-20,Ford,Aspire,2011,Sedan,Petrol,Silver,Delhi,New Delhi,Area-38,Afternoon,PS-30,No,,No,2,No,No,No Insurance,41-60
163,2023-05-11,2023-05-17,Renault,Kwid,2020,SUV,Petrol,Black,West Bengal,Kolkata,Area-46,Afternoon,PS-27,Yes,2023-06-03,Yes,1,Yes,No,No Insurance,26-40
164,2023-07-16,2023-07-18,Nissan,Magnite,2008,Hatchback,CNG,Black,Tamil Nadu,Chennai,Area-18,Morning,PS-11,No,,No,1,No,No,Valid,18-25
165,2023-08-31,2023-09-04,Kia,Sonet,2023,Convertible,Petrol,White,Madhya Pradesh,Bhopal,Area-10,Afternoon,PS-76,No,,No,2,Yes,No,Expired,26-40
166,2023-10-03,2023-10-06,Tata,Altroz,2020,SUV,Petrol,White,Madhya Pradesh,Indore,Area-40,Night,PS-54,No,,No,2,Yes,No,Valid,26-40
167,2023-09-07,2023-09-12,Renault,Kwid,2020,Sedan,Petrol,Yellow,Gujarat,Ahmedabad,Area-30,Afternoon,PS-3,No,,No,2,No,Yes,No Insurance,18-25
168,2023-01-21,2023-01-28,Nissan,Kicks,2007,Hatchback,Diesel,Red,Rajasthan,Jaipur,Area-28,Afternoon,PS-100,No,,Yes,2,No,No,No Insurance,41-60
169,2023-02-13,2023-02-17,Renault,Triber,2010,Convertible,Diesel,Green,Madhya Pradesh,Gwalior,Area-36,Evening,PS-2,Yes,2023-02-28,Yes,0,No,Yes,Expired,18-25
170,2023-01-09,2023-01-15,Kia,Seltos,2007,Pickup,CNG,Red,Delhi,West Delhi,Area-27,Evening,PS-37,No,,No,1,No,No,No Insurance,26-40
171,2023-04-07,2023-04-11,Hyundai,Creta,2022,Hatchback,CNG,White,Delhi,New Delhi,Area-25,Afternoon,PS-72,Yes,2023-04-25,No,2,No,Yes,No Insurance,26-40
172,2023-09-10,2023-09-14,Nissan,Sunny,2012,Pickup,Diesel,Silver,Karnataka,Bangalore,Area-22,Afternoon,PS-12,No,,No,1,Yes,No,Valid,26-40
173,2023-05-19,2023-05-19,Toyota,Innova,2012,SUV,Petrol,Silver,Madhya Pradesh,Indore,Area-24,Evening,PS-33,No,,Yes,0,No,No,Valid,60+
174,2023-05-16,2023-05-16,Honda,Amaze,2023,Hatchback,CNG,Red,Maharashtra,Nagpur,Area-42,Morning,PS-71,Yes,2023-05-16,No,2,No,Yes,No Insurance,41-60
175,2023-08-02,2023-08-05,Tata,Nexon,2009,Pickup,CNG,Black,Karnataka,Hubli,Area-29,Evening,PS-47,No,,No,0,Yes,Yes,Expired,18-25
176,2023-07-17,2023-07-22,Ford,Figo,2015,SUV,Petrol,Green,Madhya Pradesh,Bhopal,Area-30,Evening,PS-59,No,,Yes,2,No,Yes,Valid,18-25
177,2023-05-15,2023-05-15,Toyota,Innova,2012,Pickup,Electric,Gray,Gujarat,Vadodara,Area-32,Morning,PS-49,No,,Yes,0,Yes,Yes,Expired,60+
178,2023-03-17,2023-03-20,Kia,Sonet,2011,Convertible,CNG,Black,Tamil Nadu,Madurai,Area-48,Afternoon,PS-91,No,,No,0,No,No,Valid,41-60
179,2023-04-24,2023-04-30,Maruti,WagonR,2021,MUV,Electric,Gray,Rajasthan,Udaipur,Area-29,Evening,PS-15,Yes,2023-05-15,No,2,No,No,Valid,18-25
180,2023-03-07,2023-03-08,Nissan,Kicks,2010,MUV,Petrol,Green,Delhi,West Delhi,Area-12,Night,PS-3,No,,No,2,No,No,Valid,60+
181,2023-07-12,2023-07-18,Renault,Triber,2018,Pickup,CNG,Gray,Tamil Nadu,Chennai,Area-5,Night,PS-43,No,,No,0,No,Yes,No Insurance,18-25
182,2023-06-04,2023-06-04,Tata,Nexon,2021,SUV,Electric,White,Uttar Pradesh,Noida,Area-36,Night,PS-45,No,,No,0,No,No,Expired,26-40
183,2023-04-28,2023-04-30,Nissan,Kicks,2021,SUV,CNG,Yellow,Gujarat,Vadodara,Area-43,Evening,PS-15,No,,Yes,0,Yes,Yes,Valid,41-60
184,2023-07-27,2023-08-03,Kia,Seltos,2022,Pickup,Diesel,Yellow,Punjab,Ludhiana,Area-28,Evening,PS-98,No,,No,2,No,No,Expired,26-40
185,2023-05-14,2023-05-20,Hyundai,Creta,2012,Hatchback,Electric,Blue,Tamil Nadu,Madurai,Area-31,Night,PS-15,Yes,2023-05-27,No,2,Yes,No,Expired,41-60
186,2023-03-22,2023-03-25,Toyota,Etios,2022,Pickup,Petrol,Silver,Tamil Nadu,Coimbatore,Area-49,Night,PS-66,No,,No,0,No,Yes,Valid,18-25
187,2023-03-24,2023-03-27,Tata,Nexon,2018,Convertible,Electric,Silver,West Bengal,Durgapur,Area-39,Evening,PS-47,Yes,2023-04-20,No,0,No,No,Expired,18-25
188,2023-03-20,2023-03-26,Ford,Aspire,2019,MUV,CNG,Blue,Karnataka,Hubli,Area-27,Night,PS-76,No,,No,2,Yes,No,Expired,26-40
189,2023-01-19,2023-01-19,Ford,Aspire,2018,MUV,CNG,Gray,Uttar Pradesh,Lucknow,Area-27,Night,PS-30,No,,No,2,No,Yes,Valid,60+
190,2023-01-21,2023-01-28,Toyota,Fortuner,2005,SUV,Electric,Yellow,Punjab,Jalandhar,Area-43,Evening,PS-10,No,,No,2,No,No,Valid,60+
191,2023-09-10,2023-09-13,Hyundai,i20,2019,Pickup,Diesel,Green,Delhi,West Delhi,Area-8,Afternoon,PS-100,No,,No,0,No,No,Valid,41-60
192,2023-03-16,2023-03-19,Tata,Altroz,2015,MUV,CNG,Blue,Delhi,South Delhi,Area-14,Night,PS-20,No,,No,2,No,Yes,Expired,60+
193,2023-06-22,2023-06-23,Renault,Duster,2013,Pickup,Diesel,White,Rajasthan,Udaipur,Area-46,Evening,PS-2,No,,Yes,2,Yes,No,Expired,60+
194,2023-07-10,2023-07-16,Toyota,Glanza,2023,Hatchback,Diesel,Silver,Punjab,Ludhiana,Area-3,Evening,PS-19,No,,No,0,No,No,Valid,18-25
195,2023-06-21,2023-06-27,Honda,Jazz,2020,Pickup,CNG,Blue,Delhi,South Delhi,Area-8,Evening,PS-52,No,,No,2,No,Yes,Expired,18-25
196,2023-08-02,2023-08-04,Kia,Seltos,2015,SUV,Electric,Silver,West Bengal,Durgapur,Area-43,Morning,PS-48,Yes,2023-08-12,No,1,No,Yes,Expired,41-60
197,2023-12-27,2023-12-30,Toyota,Glanza,2008,Sedan,CNG,Red,Uttar Pradesh,Lucknow,Area-1,Evening,PS-63,No,,No,1,Yes,No,Expired,26-40
198,2023-05-10,2023-05-17,Honda,WRV,2019,MUV,CNG,Red,Tamil Nadu,Chennai,Area-44,Evening,PS-92,Yes,2023-05-20,No,2,No,No,Valid,60+
199,2023-11-11,2023-11-15,Mahindra,Scorpio,2006,MUV,CNG,Green,Uttar Pradesh,Kanpur,Area-24,Morning,PS-20,Yes,2023-12-11,No,1,No,No,No Insurance,41-60
200,2023-01-06,2023-01-06,Renault,Kwid,2007,Pickup,Petrol,Blue,Madhya Pradesh,Indore,Area-5,Evening,PS-51,No,,No,1,Yes,Yes,No Insurance,18-25
201,2023-11-01,2023-11-02,Ford,Ecosport,2013,Pickup,Diesel,Gray,Tamil Nadu,Chennai,Area-25,Night,PS-21,No,,No,1,Yes,No,No Insurance,60+
202,2023-12-30,2024-01-03,Renault,Duster,2020,Sedan,Diesel,Red,Karnataka,Bangalore,Area-38,Morning,PS-98,No,,Yes,1,Yes,No,Expired,60+
203,2023-10-28,2023-11-01,Toyota,Etios,2023,Pickup,Petrol,Blue,Madhya Pradesh,Bhopal,Area-22,Afternoon,PS-40,Yes,2023-11-02,Yes,2,No,No,Expired,26-40
204,2023-06-05,2023-06-05,Renault,Duster,2015,Sedan,Electric,Green,Punjab,Jalandhar,Area-11,Evening,PS-17,No,,No,1,No,Yes,Valid,18-25
205,2023-01-08,2023-01-11,Ford,Figo,2005,Pickup,Petrol,Yellow,West Bengal,Kolkata,Area-29,Evening,PS-43,No,,No,1,No,Yes,Valid,26-40
206,2023-11-13,2023-11-17,Ford,Figo,2014,MUV,CNG,Blue,Maharashtra,Mumbai,Area-20,Night,PS-62,No,,No,1,No,Yes,No Insurance,60+
207,2023-10-31,2023-11-03,Nissan,Kicks,2009,Hatchback,CNG,Green,Maharashtra,Pune,Area-43,Afternoon,PS-49,No,,No,2,Yes,No,Valid,60+
208,2023-03-14,2023-03-19,Renault,Kwid,2018,Sedan,Electric,Yellow,Tamil Nadu,Madurai,Area-18,Afternoon,PS-58,No,,No,2,No,Yes,Expired,18-25
209,2023-12-13,2023-12-15,Honda,City,2012,Pickup,CNG,Yellow,Madhya Pradesh,Gwalior,Area-27,Evening,PS-90,No,,No,2,No,No,No Insurance,26-40
210,2023-10-26,2023-10-26,Maruti,Ertiga,2021,Hatchback,Electric,Silver,Punjab,Jalandhar,Area-43,Evening,PS-49,No,,No,0,Yes,Yes,Valid,60+
211,2023-05-27,2023-06-01,Hyundai,Verna,2012,Convertible,Electric,Red,Delhi,West Delhi,Area-39,Evening,PS-81,No,,No,2,Yes,Yes,No Insurance,41-60
212,2023-07-05,2023-07-06,Hyundai,Creta,2021,Sedan,Diesel,Gray,Rajasthan,Jodhpur,Area-34,Afternoon,PS-68,No,,No,2,Yes,Yes,No Insurance,41-60
213,2023-10-07,2023-10-14,Renault,Kwid,2012,Sedan,CNG,Gray,Uttar Pradesh,Noida,Area-10,Evening,PS-1,No,,No,0,Yes,Yes,No Insurance,41-60
214,2023-05-13,2023-05-13,Tata,Nexon,2009,MUV,Electric,Red,Tamil Nadu,Madurai,Area-35,Night,PS-78,Yes,2023-06-01,No,0,No,Yes,Expired,60+
215,2023-05-14,2023-05-19,Ford,Ecosport,2014,SUV,Diesel,Red,Punjab,Jalandhar,Area-17,Afternoon,PS-98,Yes,2023-05-19,No,0,No,Yes,No Insurance,60+
216,2023-09-01,2023-09-05,Kia,Sonet,2006,MUV,CNG,Gray,Karnataka,Bangalore,Area-10,Afternoon,PS-96,No,,No,1,Yes,Yes,Valid,60+
217,2023-03-13,2023-03-18,Ford,Figo,2009,Hatchback,CNG,Black,Tamil Nadu,Madurai,Area-33,Night,PS-80,No,,No,1,Yes,Yes,No Insurance,60+
218,2023-10-27,2023-10-29,Toyota,Fortuner,2009,Pickup,Diesel,Black,Maharashtra,Nagpur,Area-38,Night,PS-66,No,,No,1,No,No,No Insurance,18-25
219,2023-01-28,2023-01-31,Toyota,Innova,2015,Pickup,Electric,White,Tamil Nadu,Madurai,Area-2,Evening,PS-34,No,,No,2,No,Yes,No Insurance,60+
220,2023-02-03,2023-02-05,Ford,Figo,2005,SUV,CNG,Gray,Uttar Pradesh,Lucknow,Area-32,Night,PS-40,No,,No,0,No,Yes,Expired,41-60
221,2023-05-13,2023-05-17,Ford,Figo,2010,Sedan,Diesel,Blue,Maharashtra,Pune,Area-29,Afternoon,PS-93,No,,No,2,No,No,Valid,60+
222,2023-01-19,2023-01-20,Nissan,Kicks,2012,MUV,Petrol,Yellow,Uttar Pradesh,Kanpur,Area-14,Morning,PS-31,Yes,2023-02-16,No,2,No,No,Valid,41-60
223,2023-03-29,2023-04-05,Renault,Duster,2007,Convertible,CNG,Yellow,Maharashtra,Nagpur,Area-29,Night,PS-28,No,,No,1,No,Yes,No Insurance,18-25
224,2023-05-15,2023-05-19,Nissan,Magnite,2010,MUV,CNG,White,Madhya Pradesh,Gwalior,Area-12,Morning,PS-54,No,,No,0,Yes,No,No Insurance,41-60
225,2023-03-09,2023-03-13,Ford,Ecosport,2011,Convertible,CNG,White,Rajasthan,Jodhpur,Area-16,Morning,PS-100,No,,No,0,No,Yes,Valid,18-25
226,2023-07-26,2023-08-01,Honda,Jazz,2011,Hatchback,Electric,Green,Uttar Pradesh,Lucknow,Area-13,Morning,PS-84,No,,No,0,No,Yes,Valid,18-25
227,2023-08-15,2023-08-22,Nissan,Magnite,2014,SUV,Electric,Red,Karnataka,Bangalore,Area-21,Evening,PS-59,Yes,2023-08-28,No,0,Yes,Yes,No Insurance,18-25
228,2023-01-19,2023-01-26,Hyundai,Venue,2013,Sedan,Petrol,Green,Uttar Pradesh,Noida,Area-37,Morning,PS-31,No,,No,2,Yes,Yes,Expired,18-25
229,2023-09-17,2023-09-20,Kia,Carens,2009,Pickup,Electric,Red,Rajasthan,Jaipur,Area-16,Afternoon,PS-38,Yes,2023-10-04,No,2,Yes,No,No Insurance,41-60
230,2023-09-03,2023-09-10,Mahindra,Thar,2012,Hatchback,Diesel,Gray,Uttar Pradesh,Lucknow,Area-8,Night,PS-67,No,,No,0,Yes,Yes,Expired,41-60
231,2023-11-11,2023-11-14,Honda,Amaze,2018,MUV,Electric,White,Maharashtra,Nagpur,Area-25,Night,PS-19,No,,Yes,0,No,Yes,Expired,18-25
232,2023-01-07,2023-01-10,Renault,Duster,2006,Pickup,Electric,Yellow,Delhi,South Delhi,Area-39,Afternoon,PS-47,Yes,2023-01-22,No,2,No,No,Valid,41-60
233,2023-12-29,2023-12-30,Ford,Aspire,2010,Hatchback,Electric,Blue,Rajasthan,Udaipur,Area-27,Night,PS-49,No,,No,1,No,No,No Insurance,41-60
234,2023-06-18,2023-06-19,Kia,Carens,2019,Pickup,Petrol,Green,Tamil Nadu,Chennai,Area-45,Night,PS-19,No,,No,2,No,No,Valid,26-40
235,2023-08-03,2023-08-10,Renault,Duster,2017,Sedan,Electric,Silver,Madhya Pradesh,Bhopal,Area-33,Morning,PS-12,No,,Yes,1,Yes,No,Valid,18-25
236,2023-01-25,2023-01-25,Maruti,Baleno,2016,Pickup,Diesel,Red,Uttar Pradesh,Kanpur,Area-44,Afternoon,PS-97,No,,No,2,No,Yes,No Insurance,26-40
237,2023-11-04,2023-11-10,Maruti,Swift,2018,Hatchback,Diesel,Yellow,Punjab,Jalandhar,Area-41,Evening,PS-67,Yes,2023-12-02,No,2,Yes,Yes,Expired,26-40
238,2023-01-16,2023-01-22,Nissan,Kicks,2015,Pickup,Petrol,Gray,Maharashtra,Nagpur,Area-50,Evening,PS-91,Yes,2023-01-25,No,1,Yes,No,Expired,41-60
239,2023-07-22,2023-07-27,Maruti,Ertiga,2008,SUV,CNG,Green,Rajasthan,Jodhpur,Area-31,Morning,PS-63,No,,No,1,No,Yes,Valid,60+
240,2023-05-25,2023-05-26,Hyundai,Verna,2018,Convertible,Petrol,Yellow,Rajasthan,Jaipur,Area-32,Evening,PS-84,Yes,2023-05-31,No,0,No,No,Expired,26-40
241,2023-03-02,2023-03-05,Honda,Jazz,2010,Convertible,Diesel,White,Rajasthan,Jodhpur,Area-30,Night,PS-90,Yes,2023-03-20,No,1,Yes,Yes,No Insurance,26-40
242,2023-10-09,2023-10-13,Nissan,Kicks,2008,Convertible,Petrol,Silver,Madhya Pradesh,Bhopal,Area-28,Morning,PS-60,No,,No,0,No,Yes,Expired,18-25
243,2023-05-30,2023-05-30,Mahindra,Scorpio,2018,Convertible,Diesel,Yellow,Uttar Pradesh,Kanpur,Area-19,Evening,PS-72,Yes,2023-06-07,No,2,No,Yes,No Insurance,41-60
244,2023-09-02,2023-09-06,Mahindra,Scorpio,2019,MUV,Petrol,Gray,West Bengal,Durgapur,Area-29,Evening,PS-59,Yes,2023-09-19,No,2,Yes,Yes,Expired,26-40
245,2023-09-28,2023-10-01,Hyundai,Venue,2011,Pickup,Petrol,Blue,Karnataka,Hubli,Area-41,Night,PS-79,No,,No,2,Yes,No,No Insurance,41-60
246,2023-09-04,2023-09-07,Kia,Carens,2013,Hatchback,Petrol,White,Madhya Pradesh,Bhopal,Area-38,Afternoon,PS-72,No,,No,2,Yes,Yes,No Insurance,41-60
247,2023-11-13,2023-11-17,Toyota,Glanza,2009,MUV,Diesel,White,Rajasthan,Udaipur,Area-22,Night,PS-90,Yes,2023-12-05,No,0,Yes,No,No Insurance,18-25
248,2023-06-26,2023-07-03,Mahindra,Scorpio,2006,Convertible,Diesel,Red,Rajasthan,Udaipur,Area-22,Night,PS-80,Yes,2023-07-24,No,1,No,Yes,No Insurance,60+
249,2023-11-28,2023-11-29,Maruti,Swift,2016,Sedan,Diesel,White,Uttar Pradesh,Noida,Area-22,Evening,PS-76,No,,No,1,No,Yes,Valid,18-25
250,2023-11-10,2023-11-16,Tata,Altroz,2011,Pickup,Petrol,Green,Gujarat,Vadodara,Area-7,Morning,PS-31,No,,No,2,No,Yes,Expired,26-40
251,2023-12-12,2023-12-12,Maruti,Swift,2019,Sedan,CNG,Silver,Maharashtra,Pune,Area-25,Morning,PS-54,No,,No,2,No,No,Expired,18-25
252,2023-06-27,2023-06-29,Hyundai,Venue,2014,Sedan,Diesel,Yellow,West Bengal,Kolkata,Area-33,Night,PS-79,No,,No,0,No,Yes,Expired,26-40
253,2023-01-21,2023-01-24,Hyundai,Venue,2008,Hatchback,Petrol,Black,Delhi,West Delhi,Area-8,Evening,PS-20,Yes,2023-01-30,Yes,2,Yes,Yes,Valid,26-40
254,2023-03-05,2023-03-07,Mahindra,XUV500,2006,SUV,Electric,Gray,Madhya Pradesh,Gwalior,Area-19,Evening,PS-95,No,,No,2,No,No,No Insurance,26-40
255,2023-08-24,2023-08-27,Toyota,Glanza,2008,SUV,Electric,Red,Delhi,New Delhi,Area-41,Afternoon,PS-28,Yes,2023-09-16,No,2,Yes,Yes,Expired,60+
256,2023-12-18,2023-12-22,Ford,Aspire,2006,MUV,Petrol,Silver,Maharashtra,Nagpur,Area-38,Morning,PS-67,No,,No,2,Yes,No,Expired,60+
257,2023-03-17,2023-03-18,Ford,Ecosport,2009,Sedan,Diesel,Green,Punjab,Jalandhar,Area-14,Night,PS-46,No,,Yes,0,Yes,No,Expired,60+
258,2023-07-16,2023-07-17,Ford,Figo,2016,Pickup,Diesel,Blue,West Bengal,Howrah,Area-35,Night,PS-5,No,,No,2,No,No,Valid,41-60
259,2023-10-26,2023-10-28,Maruti,Baleno,2022,Pickup,Diesel,Red,Punjab,Jalandhar,Area-42,Evening,PS-57,Yes,2023-10-31,No,1,Yes,Yes,Valid,41-60
260,2023-09-10,2023-09-16,Toyota,Innova,2018,MUV,CNG,White,Rajasthan,Udaipur,Area-23,Evening,PS-79,No,,Yes,1,No,Yes,Valid,26-40
261,2023-11-25,2023-12-02,Tata,Harrier,2011,Pickup,Electric,Silver,Gujarat,Surat,Area-19,Morning,PS-42,No,,No,2,No,No,No Insurance,41-60
262,2023-01-27,2023-01-31,Ford,Ecosport,2019,Pickup,Electric,White,Maharashtra,Nagpur,Area-27,Evening,PS-81,No,,No,2,No,Yes,Expired,60+
263,2023-04-20,2023-04-27,Ford,Aspire,2023,MUV,Petrol,Black,West Bengal,Howrah,Area-11,Afternoon,PS-88,Yes,2023-05-04,Yes,1,No,Yes,No Insurance,18-25
264,2023-12-31,2024-01-05,Tata,Altroz,2022,Pickup,Petrol,Silver,Madhya Pradesh,Bhopal,Area-10,Afternoon,PS-100,No,,No,0,Yes,Yes,Valid,18-25
265,2023-04-18,2023-04-18,Kia,Sonet,2022,Convertible,Petrol,Silver,Maharashtra,Nagpur,Area-15,Night,PS-13,Yes,2023-05-17,Yes,1,No,Yes,Expired,41-60
266,2023-10-01,2023-10-05,Honda,City,2005,Sedan,Electric,Gray,Punjab,Amritsar,Area-34,Night,PS-45,No,,Yes,1,No,Yes,No Insurance,26-40
267,2023-10-19,2023-10-21,Ford,Aspire,2009,Convertible,Electric,Yellow,Tamil Nadu,Coimbatore,Area-23,Evening,PS-31,No,,No,2,No,No,No Insurance,18-25
268,2023-11-23,2023-11-30,Honda,Jazz,2010,Pickup,CNG,Black,Karnataka,Hubli,Area-24,Morning,PS-7,No,,No,1,No,No,Expired,41-60
269,2023-08-27,2023-08-30,Tata,Nexon,2006,Pickup,CNG,Blue,Rajasthan,Jaipur,Area-30,Night,PS-56,No,,No,0,Yes,No,Valid,18-25
270,2023-08-20,2023-08-27,Mahindra,Thar,2021,SUV,Petrol,Black,Delhi,New Delhi,Area-42,Evening,PS-52,No,,No,1,No,No,Valid,26-40
271,2023-12-11,2023-12-14,Kia,Seltos,2012,MUV,CNG,Gray,Tamil Nadu,Madurai,Area-10,Afternoon,PS-62,No,,No,0,No,No,Expired,18-25
272,2023-10-05,2023-10-09,Mahindra,XUV500,2023,Convertible,CNG,Red,Uttar Pradesh,Noida,Area-1,Afternoon,PS-34,Yes,2023-10-18,No,2,No,Yes,Valid,60+
273,2023-01-16,2023-01-17,Ford,Aspire,2015,Sedan,Electric,Black,Karnataka,Bangalore,Area-37,Morning,PS-32,No,,No,1,No,No,No Insurance,18-25
274,2023-10-09,2023-10-11,Tata,Altroz,2007,Convertible,Diesel,Gray,Uttar Pradesh,Lucknow,Area-23,Night,PS-20,No,,No,2,No,Yes,No Insurance,26-40
275,2023-05-24,2023-05-25,Toyota,Fortuner,2005,Pickup,Electric,White,West Bengal,Howrah,Area-30,Morning,PS-17,No,,Yes,2,No,Yes,No Insurance,60+
276,2023-02-06,2023-02-08,Hyundai,Verna,2019,Pickup,Petrol,Green,Rajasthan,Udaipur,Area-39,Evening,PS-7,No,,Yes,2,No,Yes,No Insurance,18-25
277,2023-07-17,2023-07-18,Tata,Nexon,2013,Hatchback,Petrol,Yellow,Punjab,Ludhiana,Area-24,Morning,PS-70,No,,No,2,Yes,Yes,Valid,41-60
278,2023-03-12,2023-03-17,Honda,Jazz,2011,Sedan,CNG,Yellow,Uttar Pradesh,Noida,Area-49,Evening,PS-49,Yes,2023-04-08,No,2,Yes,No,Valid,41-60
279,2023-08-28,2023-09-01,Tata,Altroz,2005,MUV,Diesel,Yellow,Maharashtra,Nagpur,Area-35,Morning,PS-15,Yes,2023-09-22,No,2,Yes,No,Valid,41-60
280,2023-10-12,2023-10-16,Mahindra,XUV500,2023,SUV,Diesel,Yellow,Maharashtra,Mumbai,Area-25,Afternoon,PS-53,No,,No,0,No,No,Expired,60+
281,2023-12-10,2023-12-12,Toyota,Innova,2018,Hatchback,Electric,Blue,Madhya Pradesh,Gwalior,Area-35,Afternoon,PS-71,No,,No,1,Yes,Yes,Expired,26-40
282,2023-02-20,2023-02-20,Ford,Aspire,2021,SUV,Petrol,Red,Punjab,Amritsar,Area-26,Morning,PS-32,No,,Yes,0,No,No,Valid,18-25
283,2023-06-05,2023-06-07,Nissan,Magnite,2007,Sedan,Diesel,Black,Delhi,West Delhi,Area-9,Afternoon,PS-94,No,,No,0,No,Yes,Valid,18-25
284,2023-10-26,2023-10-30,Mahindra,XUV500,2010,Hatchback,Diesel,White,Maharashtra,Mumbai,Area-49,Night,PS-36,No,,No,0,No,Yes,Valid,18-25
285,2023-07-05,2023-07-05,Kia,Seltos,2007,Sedan,CNG,Silver,Gujarat,Surat,Area-9,Evening,PS-42,Yes,2023-07-24,No,1,Yes,No,No Insurance,60+
286,2023-12-31,2024-01-05,Kia,Carens,2018,Sedan,Petrol,Blue,Karnataka,Hubli,Area-4,Afternoon,PS-34,No,,No,1,No,No,No Insurance,18-25
287,2023-08-13,2023-08-15,Hyundai,i20,2007,SUV,CNG,Yellow,Madhya Pradesh,Bhopal,Area-32,Night,PS-44,Yes,2023-09-03,No,2,Yes,No,No Insurance,41-60
288,2023-06-11,2023-06-14,Honda,Amaze,2012,MUV,CNG,Blue,West Bengal,Kolkata,Area-33,Night,PS-33,No,,Yes,1,Yes,Yes,Expired,26-40
289,2023-03-16,2023-03-16,Hyundai,i20,2005,Sedan,CNG,Yellow,Rajasthan,Jodhpur,Area-17,Night,PS-51,Yes,2023-04-10,No,0,No,No,No Insurance,41-60
290,2023-05-04,2023-05-08,Nissan,Kicks,2022,Sedan,Diesel,Silver,Delhi,South Delhi,Area-24,Evening,PS-81,No,,No,0,No,No,Valid,60+
291,2023-12-10,2023-12-11,Maruti,Baleno,2010,Hatchback,Electric,Yellow,Punjab,Jalandhar,Area-23,Night,PS-41,No,,No,1,No,Yes,No Insurance,26-40
292,2023-12-14,2023-12-19,Hyundai,Venue,2008,SUV,CNG,Gray,Delhi,South Delhi,Area-4,Afternoon,PS-61,Yes,2024-01-16,No,1,Yes,No,Valid,18-25
293,2023-09-03,2023-09-04,Hyundai,i20,2023,SUV,Petrol,Black,Uttar Pradesh,Lucknow,Area-20,Night,PS-24,Yes,2023-10-04,No,2,No,No,No Insurance,18-25
294,2023-05-25,2023-05-29,Maruti,Baleno,2017,Pickup,Petrol,Blue,Gujarat,Ahmedabad,Area-4,Afternoon,PS-31,No,,Yes,0,No,Yes,No Insurance,41-60
295,2023-02-23,2023-03-01,Renault,Kwid,2017,Hatchback,Diesel,Green,West Bengal,Kolkata,Area-39,Morning,PS-43,Yes,2023-03-31,No,2,No,Yes,Valid,41-60
296,2023-06-07,2023-06-09,Hyundai,Creta,2014,MUV,Diesel,Green,Karnataka,Bangalore,Area-49,Morning,PS-72,Yes,2023-07-04,No,1,Yes,No,Expired,41-60
